transaction_id,customer_id,amount,fraud_risk_score,risk_bucket,triggered_rules,reasons,run_ts
TXN003401,CUST0293,152.56,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004560,CUST0013,21.01,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000831,CUST0024,370.5,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003650,CUST0292,41.03,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003883,CUST0292,31.97,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004625,CUST0292,86.14,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000458,CUST0292,17.08,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002431,CUST0013,49.85,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002558,CUST0013,10.3,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002294,CUST0346,396.33,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001567,CUST0347,246.59,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000656,CUST0025,8.49,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003921,CUST0025,161.47,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002055,CUST0025,8.26,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002054,CUST0291,58.27,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002075,CUST0291,17.88,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001348,CUST0291,9.24,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000820,CUST0291,170.6,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003332,CUST0291,38.91,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004421,CUST0291,115.17,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004405,CUST0347,178.96,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001557,CUST0290,9.62,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002363,CUST0288,13.8,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004884,CUST0348,15.34,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001634,CUST0288,34.76,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003243,CUST0288,113.98,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004910,CUST0012,22.03,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001579,CUST0012,12.05,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003013,CUST0026,237.3,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002459,CUST0026,185.9,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003657,CUST0026,9.73,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000431,CUST0287,40.44,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000412,CUST0287,14.17,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004738,CUST0287,121.48,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004077,CUST0286,286.36,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001236,CUST0286,136.56,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000061,CUST0286,13.49,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002451,CUST0286,9.3,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002196,CUST0285,115.99,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004284,CUST0012,119.88,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002147,CUST0284,34.34,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003473,CUST0012,368.35,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002107,CUST0283,115.84,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001296,CUST0283,167.69,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002979,CUST0283,33.81,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003548,CUST0348,27.07,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000044,CUST0282,58.98,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004511,CUST0282,59.62,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001132,CUST0349,129.21,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000590,CUST0281,15.04,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004049,CUST0281,19.56,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003944,CUST0281,77.68,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002084,CUST0281,249.59,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002854,CUST0349,157.57,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001313,CUST0350,16.19,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000089,CUST0280,13.54,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000540,CUST0280,331.27,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003677,CUST0280,39.36,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003839,CUST0280,278.65,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004554,CUST0279,12.18,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000418,CUST0279,119.5,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001300,CUST0279,29.36,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000222,CUST0279,179.08,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001217,CUST0279,72.17,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001507,CUST0279,92.05,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000830,CUST0352,45.66,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003730,CUST0029,20.14,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004207,CUST0277,13.72,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003153,CUST0277,361.42,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004338,CUST0276,42.74,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001001,CUST0352,11.52,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002909,CUST0275,163.17,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002007,CUST0275,8.74,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002128,CUST0352,291.83,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001271,CUST0274,207.55,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000659,CUST0273,257.88,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001767,CUST0272,391.91,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000078,CUST0271,329.82,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004731,CUST0271,8.24,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002622,CUST0030,276.37,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003758,CUST0271,18.89,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003254,CUST0271,95.26,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003706,CUST0271,33.03,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004422,CUST0270,90.89,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001138,CUST0270,124.79,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002068,CUST0270,49.78,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001661,CUST0011,46.14,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003324,CUST0031,117.64,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004616,CUST0269,11.58,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001351,CUST0269,41.17,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004478,CUST0268,13.63,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001516,CUST0268,70.09,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003303,CUST0268,11.39,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004629,CUST0267,42.52,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004604,CUST0032,49.62,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002415,CUST0267,252.75,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004855,CUST0266,253.16,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004566,CUST0265,167.09,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001518,CUST0265,105.64,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003050,CUST0264,30.31,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004937,CUST0352,17.78,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002804,CUST0353,27.05,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001325,CUST0033,64.8,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004801,CUST0033,12.14,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001021,CUST0263,10.15,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003566,CUST0262,21.72,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004399,CUST0353,22.71,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003502,CUST0261,57.77,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003231,CUST0261,18.67,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004645,CUST0261,8.41,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004000,CUST0354,98.19,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004935,CUST0260,143.44,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002881,CUST0260,18.34,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002246,CUST0354,8.02,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001642,CUST0034,29.65,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003339,CUST0034,25.88,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000172,CUST0259,304.46,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000567,CUST0259,15.09,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004798,CUST0258,78.65,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003466,CUST0258,41.81,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000814,CUST0355,7.97,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003236,CUST0256,291.86,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002356,CUST0255,128.58,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003144,CUST0255,98.08,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000233,CUST0355,66.12,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003492,CUST0035,122.35,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001845,CUST0035,287.68,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002600,CUST0035,14.24,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002813,CUST0035,68.5,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002300,CUST0254,10.04,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001625,CUST0254,37.88,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000652,CUST0254,131.1,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004206,CUST0254,17.59,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000368,CUST0254,48.56,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000499,CUST0253,22.7,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001469,CUST0253,32.36,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003577,CUST0253,9.47,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000640,CUST0253,75.19,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000482,CUST0253,56.19,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001109,CUST0036,310.53,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003024,CUST0036,39.87,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000780,CUST0036,334.18,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001041,CUST0356,28.77,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003079,CUST0252,121.46,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001489,CUST0252,15.45,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004242,CUST0251,276.61,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002518,CUST0251,54.32,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002835,CUST0251,12.61,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN001901,CUST0250,70.09,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000786,CUST0250,9.46,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003321,CUST0010,19.39,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000480,CUST0249,163.25,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004999,CUST0247,78.77,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004994,CUST0247,123.32,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003394,CUST0037,343.88,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004924,CUST0037,18.42,10,Low,odd_hour,"transaction at 04:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003806,CUST0247,8.5,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003967,CUST0246,17.77,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN002345,CUST0246,83.94,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN004975,CUST0246,8.62,10,Low,odd_hour,"transaction at 02:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN000235,CUST0010,173.62,10,Low,odd_hour,"transaction at 03:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
TXN003449,CUST0010,38.44,10,Low,odd_hour,"transaction at 01:00 local (odd-hour window: 1-4am) -- weak signal, contributing factor only",2026-09-17 07:13:11.327262 UTC
